crop_cd	manu_gubun	cho_exp	icept	exp_slope	fert_exp	min_base	mid_base	max_base	min_fert	mid_fert1	mid_fert2	max_fert	base_fert	pre_fert	post_fert				
00166	2	2				10		20	6.3	5.8		5.3	1						
00166	3	1	38.944	-14.367	log(p2o5)								1						
00166	4	1	18.052	-28.076	k								1						
00167	1	2				2		6	1500	1200		1000							
00167	2	2				2		6	6.3	5.8		5.3	1						
00167	3	1	38.944	-14.367	log(p2o5)								1						
00167	4	1	18.052	-28.076	k								1						
00168	1	2				10		20	1500	1000		800							
00168	2	2				10		20	6.5	6		5.5	1						
00168	3	1	20.587	-0.054	p2o5								1						
00168	4	1	15.284	-14.536	k								1						
00169	1	2				2		6	1500	1000		800							
00169	2	2				2		6	6.5	6		5.5	1						
00169	3	1	20.587	-0.054	p2o5								1						
00169	4	1	15.284	-14.536	k								1						
00170	1	2				2		6	1500	1000		800							
00170	2	2				2		6	15.5	14.2		12.9	1						
00170	3	1	18.337	-0.02	p2o5								1						
00170	4	1	23.879	-11.16	k								1						
00171	1	2				10		20	1500	1000		800							
00171	2	2				10		20	19.6	18		16.4	1						
00171	3	1	22.921	-0.025	p2o5								1						
00171	4	1	23.878	-11.159	k								1						
00172	1	2				10		20	1500	1000		800							
00172	2	2				10		20	10.3	9.4		8.5	1						
00172	3	1	20.587	-0.054	p2o5								1						
00172	4	1	15.284	-14.536	k								1						
00173	1	2				2		6	1500	1000		800							
00173	2	2				2		6	5.2	4.8		4.4	1						
00173	3	1	20.587	-0.054	p2o5								1						
00173	4	1	15.284	-14.536	k								1						
00174	1	2				10		20	2000	1500									
00174	2	2				10		20	15.3	14		12.7	0.54						
00174	3	1	29.645	-0.078	p2o5								1						
00174	4	1	15.599	-14.828	k								1						
00175	1	2				2		6	2000	1500									
00175	2	2				2		6	15.3	14		12.7	0.4						
00175	3	1	29.645	-0.078	p2o5								1						
00175	4	1	15.599	-14.828	k								1						
00176	1	2				2.5		3.5	2500	2000									
00176	2	2	27.219	-2.25	om								0.35						
00176	3	1	46.013	-13.132	log(p2o5)								1						
00176	4	1			10^(1.431-0.486*k)								0.35						
00177	1	2				2		6	2500	2000		1500							
00177	2	2				2		6	10.9	10		9.1	0.35						
00177	3	1	46.013	-13.132	log(p2o5)								1						
00177	4	1			10^(1.431-0.486*k)								0.35						
00178	1	2				2.5		3.5	2000	1500									
00178	2	1	38.351	-5.12	om								0.35						
00178	3	1	132.4	-46.63	log(p2o5)								0.5						
00178	4	1	34.767	-98.286	k/sqrt(ca+mg)								0.55						
00179	1	2				2.5		3.5	2000	1500									
00179	2	1				2		6	35.5	32.5		29.5	0.35						
00179	3	1	132.4	-46.63	log(p2o5)								0.5						
00179	4	1	34.767	-98.286	k/sqrt(ca+mg)								0.55						
00180	1	2				2.5		3.5	2000	1500									
00180	2	1	21.927	-5.491	EC								0.4						
00180	3	1	45.517	-0.074	p2o5								1						
00180	4	1	46.541	-97.215	k/sqrt(ca+mg)								0.5						
00180	5	1	21.927	-0.109	NO3N								0.4						
00181	1	2				2.5		3.5	2500	2000									
00181	2	1	39.011	-6.466	EC								0.5						
00181	3	1	31.702	-0.046	p2o5								1						
00181	4	1	35.205	-61.996	k/sqrt(ca+mg)								0.6						
00181	5	1	39.011	-0.129	NO3N								0.5						
00182	1	2				2.5		3.5	2500	2000									
00182	2	1	49.59	-8.22	EC								0.5						
00182	3	1	32.75	-0.048	p2o5								1						
00182	4	1	44.776	-78.849	k/sqrt(ca+mg)								0.6						
00182	5	1	49.59	-0.164	NO3N								0.5						
00183	1	2				2.5		3.5	2500	2000									
00183	2	1	33.9	-5.65	EC								0.5						
00183	3	1	24.658	-0.028	p2o5								1						
00183	4	1	43.62	-79.207	k/sqrt(ca+mg)								0.3						
00183	5	1	33.9	-0.112	NO3N								0.5						
00184	1	2				1.5		2.5	2000	1500		1000							
00184	2	1	15.61	-3.909	EC								0.55						
00184	3	1	23.469	-0.038	p2o5								1						
00184	4	1	25.788	-45.368	k/sqrt(ca+mg)								0.55						
00185	1	2				2.5		3.5	2000	1500									
00185	2	1	14.622	-3.662	EC								0.4						
00185	3	1	24.395	-0.039	p2o5								1						
00185	4	1	37.51	-65.989	k/sqrt(ca+mg)								0.5						
00185	5	1	14.622	-0.073	NO3N								0.4						
00186	1	2				2		3	2000	1500									
00186	2	1	14.622	-3.662	EC								0.6						
00186	3	1	97.624	-34.398	log(p2o5)								1						
00186	4	1	33.549	-94.466	k/sqrt(ca+mg)								0.6						
00186	5	1	14.622	-0.073	NO3N								0.6						
00187	1	2				2		3	2000	1500									
00187	2	1	17.762	-0.294	EC								0.35						
00187	3	1	11.905	-0.018	p2o5								1						
00187	4	1	25.725	-77.786	k/sqrt(ca+mg)								0.5						
00187	5	1	17.762	-0.059	NO3N								0.35						
00188	1	2				2		3	2000	1500									
00188	2	1	12.099	-2.005	EC								0.5						
00188	3	1	10.379	-0.016	p2o5								1						
00188	4	1	18.779	-56.784	k/sqrt(ca+mg)								0.5						
00188	5	1	12.099	-0.04	NO3N								0.5						
00189	1	2				2		3	2000	1500									
00189	2	1	16.005	-4.008	EC								0.6						
00189	3	1	33.968	-0.055	p2o5								1						
00189	4	1	50.698	-89.188	k/sqrt(ca+mg)								0.6						
00189	5	1	16.005	-0.08	NO3N								0.6						
00190	1	2				2		3	2000	1500									
00190	2	1	15.412	-3.859	EC								0.3						
00190	3	1	54.83	-19.32	log(p2o5)								1						
00190	4	1	19.68	-55.905	k/sqrt(ca+mg)								0.4						
00190	5	1	15.412	-0.077	NO3N								0.3						
00191	1	2				2		3	2000	1500									
00191	2	1	12.053	-3.018	EC								0.51						
00191	3	1	106.986	-37.697	log(p2o5)								1						
00191	4	1	28.625	-80.857	k/sqrt(ca+mg)								0.51						
00191	5	1	12.053	-0.06	NO3N								0.51						
00192	1	2				2.5		3.5	2000	1500									
00192	2	1	33.195	-8.313	EC								0.35						
00192	3	1	185.895	-65.47	log(p2o5)								1						
00192	4	1	42.367	-119.909	k/sqrt(ca+mg)								0.55						
00192	5	1	33.195	-0.166	NO3N								0.35						
00193	1	2				2.5		3.5	2000	1500									
00193	2	1	28.848	-7.244	EC								0.35						
00193	3	1	161.822	-56.992	log(p2o5)								1						
00193	4	1	37.859	-107.275	k/sqrt(ca+mg)								0.35						
00193	5	1	28.848	-0.144	NO3N								0.35						
00194	1	2				2.5		3.5	2000	1500									
00194	2	1	23.908	-5.987	EC								0.65						
00194	3	1	116.352	-40.978	log(p2o5)								1						
00194	4	1	28.317	-80.056	k/sqrt(ca+mg)								0.65						
00194	5	1	23.908	-0.12	NO3N								0.35						
00195	1	2				2.5		3.5	2000	1500									
00195	2	1	27.86	-6.977	EC								0.65						
00195	3	1	149.786	-52.753	log(p2o5)								1						
00195	4	1	36.627	-103.272	k/sqrt(ca+mg)								0.65						
00195	5	1	27.86	-0.14	NO3N								0.65						
00196	1	2				2		3	2000	1500									
00196	2	1	12.646	-3.167	EC								0.5						
00196	3	1	78.902	-27.801	log(p2o5)								1						
00196	4	1	22.161	-62.444	k/sqrt(ca+mg)								0.5						
00196	5	1	12.646	-0.063	NO3N								0.5						
00197	1	2				2.5		3.5	1000	500									
00197	2	2				1.5		2.5	2.5	2		2	0.5						
00197	3	2				200	400	600	1.5	1	1	1	1						
00197	4	2				0.3	0.6	1	2	1.5	1	1	0.5						
00198	1	2				2.5		3.5	1500	1000									
00198	2	2				1.5		2.5	6	5		4	0.5						
00198	3	2				200	400	600	2	2	1.5	1	1						
00198	4	2				0.3	0.6	1	4.5	3.5	3	2	0.5						
00199	1	2				2.5		3.5	1700	1200									
00199	2	2				1.5		2.5	10	9		7.5	0.5						
00199	3	2				200	400	600	4	3.5	3	2	1						
00199	4	2				0.3	0.6	1	8	6.5	5	3	0.5						
00200	1	2				2.5		3.5	2000	1500									
00200	2	2				1.5		2.5	15	12.5		10	0.5						
00200	3	2				200	400	600	6	4.5	4	3	1						
00200	4	2				0.3	0.6	1	12	9.5	6.5	3	0.5						
00201	1	2				2.5		3.5	2200	1700									
00201	2	2				1.5		2.5	19	16.5		14	0.5						
00201	3	2				200	400	600	8	6	5	3	1						
00201	4	2				0.3	0.6	1	15.5	12.5	8	3	0.5						
00202	1	2				2.5		3.5	2500	2000									
00202	2	2				1.5		2.5	25	21		18	0.5						
00202	3	2				200	400	600	12	9.5	6.5	3	1						
00202	4	2				0.3	0.6	1	24	19	11	3	0.5						
00203	1	2				1.5		2.5	1500	1200		1000							
00203	2	1	17.596	-5.53	om								1						
00203	3	1	38.944	-14.367	log(p2o5)								1						
00203	4	1	18.052	-28.077	k								1						
00204	1	2				0.5		1.5	1500	1000		800							
00204	2	1	8.456	-2.603	om								1						
00204	3	1	20.587	-0.054	p2o5								1						
00204	4	1	15.285	-14.537	k								1						
00205	1	2				2.5		3.5	2000	1500									
00205	2	1	20.486	-5.13	EC								0.4						
00205	3	1	45.517	-0.074	p2o5								1						
00205	4	1	43.125	-90.08	k/sqrt(ca+mg)								0.5						
00205	5	1	20.486	-0.102	NO3N								0.4						
00206	1	2				1.5		2.5	2000	1500									
00206	2	2				1.5		2.5	6.6	5.5		4.4	1						
00206	3	1	23.7	-0.027	p2o5								1						
00206	4	1	19.971	-4.709	k								1						
00207	1	2				1.5		2.5	1500	1000									
00207	2	1	26.169	-1.564	om								1						
00207	3	1	22.921	-0.025	p2o5								1						
00207	4	1	23.879	-11.16	k								1						
00208	1	2				2.5		3.5	2000	1500									
00208	2	1	48.805	-12.222	EC								0.7						
00208	3	1	288.873	-101.738	log(p2o5)								1						
00208	4	1	46.785	-132.092	k/sqrt(ca+mg)								0.7						
00208	5	1	48.805	-0.244	NO3N								0.7						
00209	1	2				11		15	2000	1500									
00209	2	2	25.151	-2.08	om								0.3						
00209	3	1	23.116	-0.027	p2o5								1						
00209	4	1	22.621	-32.583	k/sqrt(ca+mg)								0.65						
00210	1	2				3		5	2000	1500									
00210	2	2				3		5	17.5	16		14.5	0.6						
00210	3	1	23.116	-0.027	p2o5								1						
00210	4	1	22.621	-32.583	k/sqrt(ca+mg)								0.65						
00211	1	2				10		20	2000	1500		1000							
00211	2	2				10		20	33.6	28		22.4	0.35						
00211	3	1	30.88	-0.05	p2o5								1						
00211	4	1	35.18	-61.889	k/sqrt(ca+mg)								0.5						
00212	1	2				2		6	2000	1500		1000							
00212	2	2				2		6	33.6	28		22.4	0.35						
00212	3	1	30.88	-0.05	p2o5								1						
00212	4	1	35.18	-61.889	k/sqrt(ca+mg)								0.5						
00213	1	2				10		20	2500	2000		1500							
00213	2	2				10		20	13.1	12		10.9	0.35						
00213	3	1	41.163	-0.067	p2o5								1						
00213	4	1	35.18	-61.889	k/sqrt(ca+mg)								0.4						
00214	1	2				2		6	2500	2000		1500							
00214	2	2				2		6	13.1	12		10.9	0.35						
00214	3	1	41.163	-0.067	p2o5								1						
00214	4	1	35.18	-61.889	k/sqrt(ca+mg)								0.4						
00215	1	2				10		20	2500	2000		1500							
00215	2	2				10		20	17.5	16		14.5	0.35						
00215	3	1	41.163	-0.067	p2o5								1						
00215	4	1	35.18	-61.889	k/sqrt(ca+mg)								0.4						
00216	1	2				2		6	2500	2000		1500							
00216	2	2				2		6	17.5	16		14.5	0.35						
00216	3	1	41.163	-0.067	p2o5								1						
00216	4	1	35.18	-61.889	k/sqrt(ca+mg)								0.4						
00217	1	2				2		3	1500	1000									
00217	2	1	8.456	-2.602	om								1						
00217	3	1	20.587	-0.054	p2o5								1						
00217	4	1	15.284	-14.536	k								1						
00218	1	2				1.5		2.5	2000	1500		1000							
00218	2	1	23.927	-5.208	om								0.4						
00218	3	1	37.604	-12.286	log(p2o5)								1						
00218	4	1			10^(1.285-1.608*k)								1						
00219	1	2				1.5		2.5	2000	1500		1000							
00219	2	1	16.031	-3.489	om								0.6						
00219	3	1	37.604	-12.286	log(p2o5)								1						
00219	4	1			10^(1.285-1.608*k)								1						
00220	1	2				2		3	1800	1500									
00220	2	1	8.608	-2.44	om								1						
00220	3	1	55.778	-22.956	log(p2o5)								1						
00220	4	1			10^(1.123-1.328*k)								1						
00221	1	2				1.5		2.5	2500	2000		1500							
00221	2	1	23.319	-2.026	om								0.5						
00221	3	1	97.289	-37.685	log(p2o5)								1						
00221	4	1	29.989	-37.792	k								1						
00222	1	2				2		3	2000	1500		1000							
00222	2	2				1.5		2.5	6.6	5.5		4.4	1						
00222	3	1	23.731	-0.027	p2o5								1						
00222	4	1	25.459	-11.899	k								1						
00223	1	2				10		20	1000	500									
00223	2	2				10		20	6.3	5.7		5	0.5						
00223	3	2				200	400	600	5.5	5	4.3	3.7	1						
00223	4	2				0.5	1	1.5	4.8	4.4	3.5	2.8	0.3						
00224	1	2				10		20	1500	1000									
00224	2	2				10		20	12.5	11.4		10.3	0.5						
00224	3	2				200	400	600	11	10	8.5	7.2	1						
00224	4	2				0.5	1	1.5	9.7	8.8	7	5.6	0.3						
00225	1	2				10		20	1700	1200									
00225	2	2				10		20	16.3	14.8		10.3	0.5						
00225	3	2				200	400	600	15.4	14	11.9	10.1	1						
00225	4	2				0.5	1	1.5	13.4	12.2	9.8	7.8	0.3						
00226	1	2				10		20	2000	1500									
00226	2	2				10		20	22.6	20.5		18.5	0.5						
00226	3	2				200	400	600	19.3	17.5	14.9	12.7	1						
00226	4	2				0.5	1	1.5	18.7	17	13.6	10.9	0.3						
00227	1	2				2		6	500	500									
00227	2	2				2		6	5.9	5.4		4.9	0.5						
00227	3	2				200	400	600	5	4.5	3.8	3.2	1						
00227	4	2				0.5	1	1.5	4.4	3.6	2.9	2.3	0.3						
00228	1	2				2		6	1500	1000									
00228	2	2				2		6	11.8	10.7		9.6	0.5						
00228	3	2				200	400	600	9.9	9	7.7	6.5	1						
00228	4	2				0.5	1	1.5	8.7	7.2	5.8	4.6	0.3						
00229	1	2				2		6	2000	1500									
00229	2	2				2		6	14.4	13.1		11.8	0.5						
00229	3	2				200	400	600	13.9	12.6	10.7	9.1	1						
00229	4	2				0.5	1	1.5	13.6	10.7	8.6	6.9	0.3						
00230	1	2				2		6	2500	2000									
00230	2	2				2		6	17.9	16.3		14.7	0.5						
00230	3	2				200	400	600	17.8	16.2	13.8	11.7	1						
00230	4	2				0.5	1	1.5	16.3	13.4	10.7	8.6	0.3						
00231	1	2				2		3	1500	1200									
00231	2	1	17.596	-5.53	om								1						
00231	3	1	38.944	-14.367	log(p2o5)								1						
00231	4	1	18.052	-28.077	k								1						
00232	1	2				2.5		3.5	2000	1500									
00232	2	1	22.407	-5.611	EC								0.4						
00232	3	1	38.044	-0.062	p2o5								1						
00232	4	1	46.541	-97.215	k/sqrt(ca+mg)								0.5						
00232	5	1	22.407	-0.112	NO3N								0.4						
00233	1	2				1.5		2.5	1500	1200		800							
00233	2	1	8.608	-2.44	om								1						
00233	3	1	55.778	-22.956	log(p2o5)								1						
00233	4	1			10^(1.123-1.328*k)								1						
00234	1	2				2.5		3.5	2000	1500									
00234	2	1	14.084	-3.527	EC								0.4						
00234	3	1	24.457	-0.04	p2o5								1						
00234	4	1	22.629	-47.27	k/sqrt(ca+mg)								0.5						
00234	5	1	14.084	-0.07	NO3N								0.4						
00235	1	2				2.5		3.5	2000	1500									
00235	2	1	11.043	-2.765	EC								0.4						
00235	3	1	18.003	-0.029	p2o5								1						
00235	4	1	10.675	-22.297	k/sqrt(ca+mg)								0.5						
00235	5	1	11.043	-0.055	NO3N								0.4						
00236	1	2				2.5		3.5	2000	1500									
00236	2	1	19.526	-4.89	EC								0.4						
00236	3	1	24.457	-0.04	p2o5								1						
00236	4	1	46.541	-97.215	k/sqrt(ca+mg)								0.5						
00236	5	1	19.526	-0.097	NO3N								0.4						
00237	1	3											1	1000					
00237	2	3											0.3	4.8	11.2				
00237	3	3											1	10					
00237	4	3											0.3	3.9	9.1				
00238	1	3											1	1500					
00238	2	3											0.3	6.6	15.4				
00238	3	3											1	14					
00238	4	3											0.3	5.4	12.6				
00239	1	3											1	2000					
00239	2	3											0.3	9.3	21.7				
00239	3	3											1	18					
00239	4	3											0.3	7.5	17.5				
00240	1	3											1	2500					
00240	2	3											0.3	10.5	24.5				
00240	3	3											1	21					
00240	4	3											0.3	8.4	19.6				
00241	1	2				2.5		3.5	1250	1000									
00241	2	1	21.083	-3.51	om								0.3						
00241	3	1	10.618	-0.007	p2o5								1						
00241	4	1	15.13	-8.218	k								0.3						
00242	1	2				2.5		3.5	1875	1500									
00242	2	1	31.624	-5.26	om								0.3						
00242	3	1	15.927	-0.011	p2o5								1						
00242	4	1	22.696	-12.328	k								0.3						
00243	1	2				2.5		3.5	2500	2000									
00243	2	1	42.166	-7.01	om								0.3						
00243	3	1	21.236	-0.015	p2o5								1						
00243	4	1	30.261	-16.437	k								0.3						
00244	1	2				2.5		3.5	3125	2500									
00244	2	1	52.708	-8.77	om								0.3						
00244	3	1	26.546	-0.019	p2o5								1						
00244	4	1	37.827	-20.547	k								0.3						
00245	1	2				2.5		3	2000	1500									
00245	2	1	5.608	-0.959	om								0.3						
00245	3	1	6.334	-0.007	p2o5								0.3						
00245	4	1	4.718	-4.79	k/sqrt(ca+mg)								0.3						
00246	1	2				2.5		3	2000	1500									
00246	2	1	21.571	-3.69	om								0.3						
00246	3	1	25.335	-0.03	p2o5								0.3						
00246	4	1	18.872	-19.158	k/sqrt(ca+mg)								0.3						
00247	1	2				2.5		3	2000	1500									
00247	2	1	27.179	-4.65	om								0.3						
00247	3	1	31.669	-0.038	p2o5								0.3						
00247	4	1	23.59	-23.948	k/sqrt(ca+mg)								0.3						
00248	1	2				2.5		3	2000	1500									
00248	2	1	14.039	-2.91	om								1						
00248	3	1	9.433	-0.011	p2o5								1						
00248	4	1	9.943	-10.094	k/sqrt(ca+mg)								1						
00249	1	2				2.5		3	2000	1500									
00249	2	1	19.938	-4.46	om								0.5						
00249	3	1	15.892	-0.019	p2o5								1						
00249	4	1	13.393	-13.596	k/sqrt(ca+mg)								0.5						
00250	1	2				2.5		3.5	2500	2000									
00250	2	1	16.478	-3.69	om								0.3						
00250	3	1	23.032	-0.027	p2o5								0.4						
00250	4	1	20.292	-20.6	k/sqrt(ca+mg)								0.4						
00251	1	3											1	2000					
00251	2	3											1	16					
00251	3	3											1	14					
00251	4	3											1	20					
00252	1	2				2		3	1500	1200									
00252	2	1	17.596	-5.53	om								1						
00252	3	1	38.944	-14.367	log(p2o5)								1						
00252	4	1	18.052	-28.077	k								1						
00300	1	2				2		3	1600	1200									
00300	2	1			9.14-0.109*OM+0.020*SiO2								0.5						
00300	3	1			(100-P2O5)*0.1								1						
00300	4	1			(0.03*CEC-K)*47.1								0.7						
00301	1	2				2		3	1600	1200									
00301	2	1			9.14-0.109*OM+0.020*SiO2								0.7						
00301	3	1			(100-P2O5)*0.1								1						
00301	4	1			(0.03*CEC-K)*47.1								0.7						
00302	1	2				2		3	1600	1200									
00302	2	1			9.14-0.109*OM+0.020*SiO2								0.5						
00302	3	1			(100-P2O5)*0.1								1						
00302	4	1			(0.03*CEC-K)*47.1								0.7						
00303	1	2				2		3	1600	1200									
00303	2	1			9.14-0.109*OM+0.020*SiO2								0.6						
00303	3	1			(100-P2O5)*0.1								1						
00303	4	1			(0.03*CEC-K)*47.1								0.7						
00304	1	2				2		3	1600	1200									
00304	2	1			9.14-0.109*OM+0.020*SiO2								0.8						
00304	3	1			(100-P2O5)*0.1								1						
00304	4	1			(0.03*CEC-K)*47.1								0.7						
00305	1	2				2		3	1600	1200									
00305	2	1			9.05-0.108*OM+0.020*SiO2								0.2						
00305	3	1			(100-P2O5)*0.1								1						
00305	4	1			(0.03*CEC-K)*47.1								0.4						
00306	1	2				1.5		2.5	2000	1500									
00306	2	1	23.927	-5.208	om								0.5						
00306	3	1	37.604	-12.286	log(p2o5)								1						
00306	4	1			10^(1.285-1.608*k)								1						
00307	1	2				1.5		2.5	2000	1500									
00307	2	1	23.927	-5.208	om								0.4						
00307	3	1	37.604	-12.286	log(p2o5)								1						
00307	4	1			10^(1.285-1.608*k)								1						
00308	1	2				10		20	2200	1700									
00308	2	2				10		20	25.3	23		20.7	0.5						
00308	3	2				200	400	600	22	20	17	14.5	1						
00308	4	2				0.5	1	1.5	20.9	19	15.2	12.2	0.3						
00309	1	2				2		6	3000	2500									
00309	2	2				2		6	23.1	21		18.9	0.5						
00309	3	2				200	400	600	19.8	18	15.3	13	1						
00309	4	2				0.5	1	1.5	21.3	17	13.6	10.9	0.3						
00310	1																		
00310	2																		
00310	3																		
00310	4																		
00311	1																		
00311	2																		
00311	3																		
00311	4																		
00313	1	3											1	1500					
00313	2	3											1	5.4					
00313	3	3											1	3.1					
00313	4	3											1	3.9					
00314	1	2				2.5		3.5	1875	1500									
00314	2	1	2.526	-0.42	om								0.6						
00314	3	1	1.15	-0.001	p2o5								1						
00314	4	1	1.306	-0.606	k								0.6						
00315	1																		
00315	2																		
00315	3																		
00315	4																		
00316	1	2				2.5		3.5	3000	2500									
00316	2	1	5.413	-1.27	om								0.7						
00316	3	1	2.825	-0.002	p2o5								1						
00316	4	1	3.729	-1.827	k								0.6						
00317	1	2				2.5		3.5	2500	2000									
00317	2	1	20.938	-3.471	EC								0.5						
00317	3	1	36.635	-0.06	p2o5								1						
00317	4	1	42.523	-74.807	k/sqrt(ca+mg)								0.5						
00317	5	1	20.938	-0.069	NO3N								0.5						
00318	1	3												15					
00318	2	3											0.5	2					
00318	3	3											1	2					
00318	4	3											1	2					
00319	1																		
00319	2																		
00319	3																		
00319	4																		
00320	1																		
00320	2																		
00320	3																		
00320	4																		
00321	1																		
00321	2																		
00321	3																		
00321	4																		
00323	1	2				3		5	2000	1500									
00323	2	1	31.7	-4.458	om								0.5						
00323	3	1	14.4	-0.0055	p2o5								1						
00323	4	1	18.6	-3.33	k								0.7						
00324	1																		
00324	2																		
00324	3																		
00324	4																		
00325	1																		
00325	2																		
00325	3																		
00325	4																		
00326	1																		
00326	2																		
00326	3																		
00326	4																		
00327	1																		
00327	2																		
00327	3																		
00327	4																		
00328	1																		
00328	2																		
00328	3																		
00328	4																		
00329	1																		
00329	2																		
00329	3																		
00329	4																		
00330	1	2				2.5		3.6	1500	1000		500	1	1000					
00330	2	1	22.39	-0.263	NO3N										20				
00330	3	1	28.68	-0.031	p2o5								1	12					
00330	4	1	12.78	-28.41	k/sqrt(ca+mg)								0.5	6	6				
00331	1	2				2.5		3.5	2000	1500									
00331	2	1	27.048	-6.774	EC								0.4						
00331	3	1	51.971	-0.084	p2o5								1						
00331	4	1	47.395	-99	k/sqrt(ca+mg)								0.5						
00331	5	1	27.048	-0.135	NO3N								0.4						
00332	1	2				2.5		3	2000	1500									
00332	2	1	17.771	-3.69	om								0.5						
00332	3	1	13.376	-0.015	p2o5								1						
00332	4	1	8.066	-8.188	k/sqrt(ca+mg)								0.5						
00333	1	2				2	4	6	750	500	500								
00333	2	2				2	4	6	3.5	3	1.7	1.4	0.3						
00333	3	2				200	400	600	2.9	2.4	1.8	1.3	1						
00333	4	2				0.3	0.6	0.9	3.6	3	2.1	1.5	0.29						
00334	1	2				2	4	6	1250	1000	750								
00334	2	2				2	4	6	6.4	5.6	4.8	4.1	0.3						
00334	3	2				200	400	600	5.4	4.5	3.4	2.5	1						
00334	4	2				0.3	0.6	0.9	5.4	4.5	3.1	2.2	0.29						
00335	1	2				2	4	6	1500	1250	1000								
00335	2	2				2	4	6	9.5	8.3	7	6	0.3						
00335	3	2				200	400	600	7.9	6.6	5	3	1						
00335	4	2				0.3	0.6	0.9	11.9	9.9	6.5	3	0.3						
00336	1	2				2	4	6	1750	1500	1250								
00336	2	2				2	4	6	13.7	11.9	10.1	8.6	0.3						
00336	3	2				200	400	600	10.8	9	6	3	1						
00336	4	2				0.3	0.6	0.9	13	10.8	7.6	3	0.3						
00337	1	2				2	4	6	2000	1750	1500								
00337	2	2				2	4	6	16.6	14.4	12.2	10.4	0.3						
00337	3	2				200	400	600	12.2	10.2	7.1	3	1						
00337	4	2				0.3	0.6	0.9	14.8	12.3	8.6	3	0.3						
00338	1																		
00338	2																		
00338	3																		
00338	4																		
00339	1	2				2.5		3.5	2000	1500									
00339	2	1	20.8	-1.9	om								1						
00339	3	1	11.3	-0.0055	p2o5								1						
00339	4	1	9.6	-0.2539	k								1						
00340	1	3												1500					
00340	2	3											0.5	5					
00340	3	3											1	7.5					
00340	4	3											0.5	3.8					
00341	1																		
00341	2																		
00341	3																		
00341	4																		
00342	1																		
00342	2																		
00342	3																		
00342	4																		
00343	1																		
00343	2																		
00343	3																		
00343	4																		
00344	1																		
00344	2																		
00344	3																		
00344	4																		
00345	1																		
00345	2																		
00345	3																		
00345	4																		
00346	1																		
00346	2																		
00346	3																		
00346	4																		
00347	1																		
00347	2																		
00347	3																		
00347	4																		
00348	1																		
00348	2																		
00348	3																		
00348	4																		
00349	1	2				2		3	3000	2500									
00349	2	1	40.277	-8.74	om								0.4						
00349	3	1	29.178	-0.013	p2o5								1						
00349	4	1	36.903	-18.699	k/sqrt(ca+mg)								0.4						
00350	1	2				2.5		3.5	1500	1250									
00350	2	1	4.48	-0.94	om								0.7						
00350	3	1	1.682	-0.001	p2o5								1						
00350	4	1	3.244	-1.439	k								0.3						
00351	1	4																사용량자체가없어서 C열 4번	
00351	2	3											0.5	1.7					
00351	3	1	1.764	-0.002	p2o5								1						
00351	4	1	2.384	-1.462	k								0.5						
00352	1																		
00352	2																		
00352	3																		
00352	4																		
00353	1																		
00353	2																		
00353	3																		
00353	4																		
00354	1	2				2.5		3.5	1500	1000									
00354	2	2				1.5		2.5	7.3	6.8		6.4	0.7	4.8					
00354	3	2				200	400	600	3.5	3	2.8	2.5	1	3					
00354	4	2				0.3	0.6	1	4.8	4.2	3.6	3	0.7	3					
00355	1																		
00355	2																		
00355	3																		
00355	4																		
00356	1	2												1500					
00356	2	3											1	10					
00356	3	3											1	8					
00356	4	3											1	7					
00357	1																		
00357	2																		
00357	3																		
00357	4																		
00358	1																		
00358	2																		
00358	3																		
00358	4																		
00359	1																		
00359	2																		
00359	3																		
00359	4																		
00360	1	3												1500					
00360	2	3											1						
00360	3	3											1						
00360	4	3											1						
00361	1																		
00361	2																		
00361	3																		
00361	4																		
00362	1																		
00362	2																		
00362	3																		
00362	4																		
00363	1																		
00363	2																		
00363	3																		
00363	4																		
00364	1																		
00364	2																		
00364	3																		
00364	4																		
00365	1	2				2.5		3	1250	1000									
00365	2	1	7.804	-1.25	om								0.5						
00365	3	1	3.624	-0.003	p2o5								1						
00365	4	1	4.411	-2.296	k								0.7						
00366	1																		
00366	2																		
00366	3																		
00366	4																		
00367	1	2												1500					
00367	2	3											1	9					
00367	3	3											1	8					
00367	4	3											1	7					
00368	1	2				2		3	2000	1500									
00368	2	1	25.018	-3.35	om								0.4						
00368	3	1	12.734	-0.005	p2o5								1						
00368	4	1	17.661	-14.629	k/sqrt(ca+mg)								0.6						
00369	1																		
00369	2																		
00369	3																		
00369	4																		
00370	1																		
00370	2																		
00370	3																		
00370	4																		
00371	1	3											1	1200					
00371	2	3											1	4.2					
00371	3	3											1	5.2					
00371	4	3											1	5.8					
01001	1																		
01001	2	2				10		20	16.4	15		13.6	0.5						
01001	3																		
01001	4														0.7				
01002	1																		
01002	2	2				2		6	16.4	15		13.6	0.5						
01002	3																		
01002	4														0.7				
01003	1	2				10		20	2000	1500		1000							
01003	2	1	34.454	-0.285	om														
01003	3	1	42.809	-0.07	p2o5														
01003	4	1	36.943	-64.941	k/sqrt(ca+mg)										0.55				
01004	1	2				2		6	2000	1500		1000							
01004	2	2				2		6	35.5	32.5		29.5	0.35						
01004	3	1	42.809	-0.07	p2o5														
01004	4	1	36.943	-64.941	k/sqrt(ca+mg)										0.55				
01005	1																		
01005	2	2				10		20	10.9	10		9.1	0.4						
01005	3																		
01005	4																		
01006	1																		
